student_id,name,grade,section,subject,semester,attendance_pct,participation_level,late_submissions,missing_assignments,total_assignments,quiz_1,quiz_2,quiz_3,quiz_4,quiz_5,quiz_avg,assignment_1,assignment_2,assignment_3,assignment_4,assignment_5,assignment_6,assignment_7,assignment_8,assignment_avg,midterm_score,final_exam_score,overall_score,weak_topic,second_weak_topic,days_since_login,parent_phone,parent_email,risk_score,risk_level
STU1095,Zainab Khawaja,Grade 8,C,Mathematics,Spring 2025,91.2,High,0,0,8,77,97,79,75,81,81.8,94.0,92.0,89.0,79.0,97.0,98.0,99.0,97.0,93.12,78,80,82.48,Probability,Number Theory,3,03103181221,parent.zainab12@gmail.com,7.19,Low Risk
STU1096,Riffat Zahid,Grade 10,A,Computer Science,Fall 2025,98.6,Medium,0,0,8,91,79,82,81,94,85.4,94.0,86.0,89.0,86.0,90.0,80.0,89.0,90.0,88.0,100,87,90.13,HTML/CSS,OOP,2,03283621025,parent.riffat20@gmail.com,11.07,Low Risk
STU1097,Usman Siddiqui,Grade 11,B,Urdu,Fall 2025,40.3,Low,7,5,8,40,45,30,38,47,40.0,,,48.0,47.0,,42.0,,,45.67,33,21,32.73,Qawaid,Muhavare,9,03283724940,parent.usman45@gmail.com,71.66,High Risk
STU1098,Parveen Pasha,Grade 8,A,Pakistan Studies,Fall 2025,46.0,Low,7,2,8,29,25,38,27,38,31.4,48.0,37.0,30.0,32.0,44.0,,,43.0,39.0,41,43,39.38,Constitution,Geography,18,03114414026,parent.parveen22@gmail.com,68.35,High Risk
STU1099,Huma Butt,Grade 8,B,Islamiyat,Fall 2025,89.9,High,1,0,8,90,82,86,92,87,87.4,91.0,83.0,99.0,96.0,99.0,90.0,80.0,97.0,91.88,100,82,89.56,Islamic History,Seerat-un-Nabi,0,03171933194,parent.huma29@gmail.com,8.68,Low Risk
STU1100,Salman Baig,Grade 11,B,Pakistan Studies,Fall 2025,40.2,Low,6,4,8,23,24,22,25,33,25.4,33.0,23.0,20.0,22.0,,,,,24.5,27,39,30.38,Foreign Policy,Government,26,03310571166,parent.salman51@gmail.com,71.59,High Risk
STU1101,Fiza Ali,Grade 11,B,English,Spring 2025,93.4,High,0,0,8,93,91,80,96,87,89.4,83.0,82.0,86.0,87.0,86.0,93.0,82.0,80.0,84.88,86,93,88.91,Comprehension,Synonyms,2,03229984853,parent.fiza19@gmail.com,4.63,Low Risk
STU1102,Babar Rehman,Grade 11,C,Science,Spring 2025,71.9,Low,4,1,8,69,62,75,60,64,66.0,63.0,76.0,76.0,77.0,70.0,,69.0,54.0,69.29,69,60,65.31,Chemical Reactions,Magnetism,5,03184337932,parent.babar32@gmail.com,43.18,Medium Risk
STU1103,Danish Hussain,Grade 11,C,English,Spring 2025,73.9,High,3,0,8,68,56,68,67,55,62.8,71.0,74.0,67.0,50.0,73.0,64.0,72.0,56.0,65.88,76,52,62.94,Synonyms,Literature,5,03280651062,parent.danish73@gmail.com,24.63,Low Risk
STU1104,Nimra Aslam,Grade 10,C,Science,Spring 2025,96.8,Medium,2,0,8,90,93,87,92,91,90.6,100.0,91.0,95.0,79.0,89.0,100.0,95.0,97.0,93.25,85,91,89.87,Newton's Laws,Periodic Table,1,03273677698,parent.nimra88@gmail.com,15.31,Low Risk
STU1105,Ayesha Pasha,Grade 11,B,Pakistan Studies,Fall 2025,42.9,Low,8,3,8,34,31,32,34,44,35.0,,35.0,,23.0,29.0,33.0,49.0,,33.8,48,24,34.16,Geography,Constitution,18,03183722427,parent.ayesha53@gmail.com,72.13,High Risk
STU1106,Jawad Chaudhry,Grade 11,B,Computer Science,Fall 2025,60.9,Low,4,4,8,21,45,42,23,20,30.2,,,49.0,43.0,27.0,,36.0,,38.75,30,30,31.79,Databases,Recursion,24,03214452659,parent.jawad69@gmail.com,59.18,High Risk
STU1107,Farah Awan,Grade 9,A,Pakistan Studies,Fall 2025,80.3,High,4,2,8,63,62,50,72,56,60.6,74.0,72.0,,,75.0,75.0,52.0,68.0,69.33,55,71,64.59,Geography,Government,4,03152901723,parent.farah68@gmail.com,28.26,Low Risk
STU1108,Faisal Rehman,Grade 11,C,Pakistan Studies,Fall 2025,94.2,High,1,0,8,86,89,94,80,96,89.0,100.0,87.0,97.0,96.0,80.0,99.0,82.0,88.0,91.12,87,83,86.82,Geography,Culture,1,03200208584,parent.faisal98@gmail.com,6.99,Low Risk
STU1109,Asad Hashmi,Grade 11,C,Urdu,Spring 2025,91.3,High,2,0,8,97,95,80,92,80,88.8,93.0,87.0,82.0,83.0,88.0,92.0,97.0,79.0,87.62,93,84,87.93,Letter Writing,Vocabulary,1,03318832862,parent.asad59@gmail.com,10.41,Low Risk
STU1110,Gulnaz Hashmi,Grade 11,B,Pakistan Studies,Fall 2025,81.8,Medium,1,2,8,50,75,74,57,59,63.0,,57.0,,67.0,59.0,55.0,74.0,64.0,62.67,67,80,69.88,Government,Major Cities,2,03253736759,parent.gulnaz24@gmail.com,26.71,Low Risk
STU1111,Naveed Lodhi,Grade 10,C,Islamiyat,Spring 2025,91.6,Medium,1,0,8,78,98,95,99,82,90.4,87.0,79.0,92.0,86.0,89.0,80.0,92.0,81.0,85.75,96,91,91.08,Seerat-un-Nabi,Islamic History,3,03144555351,parent.naveed88@gmail.com,14.42,Low Risk
STU1112,Nimra Chaudhry,Grade 9,A,Islamiyat,Fall 2025,78.4,Low,3,1,8,68,58,66,71,53,63.2,74.0,75.0,,63.0,51.0,58.0,77.0,70.0,66.86,57,57,60.21,Fiqh,Seerat-un-Nabi,7,03186462177,parent.nimra41@gmail.com,39.43,Medium Risk
STU1113,Danish Durrani,Grade 12,C,Science,Fall 2025,90.6,Medium,0,0,8,87,91,98,83,97,91.2,89.0,92.0,93.0,88.0,96.0,78.0,80.0,92.0,88.5,95,92,91.89,Electricity,Newton's Laws,1,03215331441,parent.danish37@gmail.com,12.02,Low Risk
STU1114,Saba Zahid,Grade 10,B,English,Spring 2025,92.3,Medium,2,0,8,99,76,76,78,95,84.8,92.0,78.0,81.0,83.0,92.0,92.0,78.0,91.0,85.88,98,89,89.79,Vocabulary,Comprehension,1,03173556539,parent.saba21@gmail.com,18.11,Low Risk
STU1115,Talha Cheema,Grade 9,A,Pakistan Studies,Fall 2025,95.9,High,1,0,8,95,77,97,78,75,84.4,84.0,93.0,80.0,82.0,96.0,85.0,94.0,99.0,89.12,78,90,85.7,Major Cities,Independence Movement,0,03213364032,parent.talha98@gmail.com,7.63,Low Risk
STU1116,Saad Bokhari,Grade 9,B,Mathematics,Spring 2025,86.5,Medium,1,0,8,79,87,99,99,79,88.6,98.0,99.0,82.0,80.0,94.0,96.0,78.0,97.0,90.5,89,86,88.17,Geometry,Number Theory,1,03210517533,parent.saad88@gmail.com,16.4,Low Risk
STU1117,Amir Chaudhry,Grade 8,A,Mathematics,Spring 2025,90.8,High,1,0,8,100,79,82,83,95,87.8,80.0,85.0,95.0,97.0,97.0,97.0,87.0,100.0,92.25,84,96,90.61,Fractions,Calculus,1,03300747749,parent.amir60@gmail.com,8.31,Low Risk
STU1118,Uzma Noor,Grade 9,B,Islamiyat,Fall 2025,54.5,Low,8,2,8,31,49,30,24,32,33.2,37.0,41.0,,25.0,44.0,35.0,,50.0,38.67,43,22,32.82,Hadith,Quran Tafseer,7,03170379824,parent.uzma37@gmail.com,67.85,High Risk
STU1119,Ayesha Noor,Grade 11,C,Islamiyat,Fall 2025,92.5,High,2,0,8,87,77,95,92,92,88.6,97.0,82.0,86.0,80.0,87.0,80.0,94.0,84.0,86.25,88,92,89.17,Fiqh,Ramadan,0,03183260488,parent.ayesha99@gmail.com,10.1,Low Risk
STU1120,Huma Javed,Grade 9,A,Mathematics,Fall 2025,57.8,Low,5,2,8,20,42,24,42,20,29.6,50.0,31.0,,,36.0,36.0,45.0,46.0,40.67,36,24,31.45,Trigonometry,Geometry,30,03309681370,parent.huma44@gmail.com,60.26,High Risk
STU1121,Maham Khan,Grade 11,B,English,Spring 2025,83.7,Medium,4,1,8,66,61,51,65,68,62.2,61.0,55.0,,58.0,74.0,53.0,78.0,68.0,63.86,73,80,71.46,Essay Writing,Literature,2,03111821335,parent.maham11@gmail.com,32.59,Medium Risk
STU1122,Iqra Raza,Grade 10,B,Urdu,Spring 2025,67.8,Low,7,3,8,30,27,33,49,43,36.4,,38.0,,31.0,23.0,,36.0,41.0,33.8,32,45,37.79,Vocabulary,Prose,23,03112328862,parent.iqra61@gmail.com,61.81,High Risk
STU1123,Omar Ansari,Grade 10,B,Islamiyat,Fall 2025,53.2,Low,6,4,8,43,39,27,34,31,34.8,44.0,,45.0,27.0,,24.0,,,35.0,25,27,29.66,Quran Tafseer,Prayer,24,03192992403,parent.omar91@gmail.com,65.34,High Risk
STU1124,Sara Rajput,Grade 11,C,Mathematics,Fall 2025,55.4,Low,7,2,8,24,42,28,22,21,27.4,36.0,33.0,42.0,,48.0,31.0,,34.0,37.33,41,24,31.6,Algebra,Geometry,27,03205857869,parent.sara19@gmail.com,66.53,High Risk
STU1125,Shabana Pasha,Grade 11,C,Mathematics,Spring 2025,47.6,Low,7,4,8,30,34,28,27,22,28.2,,,24.0,,,23.0,25.0,34.0,26.5,38,23,28.49,Probability,Calculus,24,03196177052,parent.shabana36@gmail.com,71.17,High Risk
STU1126,Sidra Aslam,Grade 10,A,Urdu,Spring 2025,59.9,Medium,8,2,8,26,46,47,30,24,34.6,27.0,,50.0,31.0,32.0,,36.0,21.0,32.83,30,20,27.99,Idioms,Letter Writing,19,03221386826,parent.sidra81@gmail.com,57.88,High Risk
STU1127,Zeeshan Javed,Grade 11,A,Mathematics,Spring 2025,41.8,Medium,5,3,8,26,46,32,31,41,35.2,28.0,,49.0,46.0,,22.0,,20.0,33.0,45,34,36.79,Algebra,Trigonometry,11,03124690326,parent.zeeshan52@gmail.com,56.91,High Risk
STU1128,Maham Raza,Grade 8,A,Urdu,Fall 2025,90.9,Low,2,0,8,88,80,86,81,80,83.0,86.0,86.0,92.0,82.0,79.0,97.0,97.0,97.0,89.5,93,93,90.3,Prose,Letter Writing,3,03116368944,parent.maham21@gmail.com,26.98,Low Risk
STU1129,Shazia Gill,Grade 11,A,Science,Spring 2025,97.0,High,1,0,8,100,97,86,90,92,93.0,93.0,89.0,96.0,94.0,88.0,90.0,86.0,83.0,89.88,97,87,91.28,Photosynthesis,Magnetism,0,03317617769,parent.shazia45@gmail.com,5.15,Low Risk
STU1130,Zainab Bokhari,Grade 10,C,Computer Science,Spring 2025,86.5,High,1,0,8,92,100,98,76,99,93.0,85.0,96.0,90.0,89.0,83.0,83.0,85.0,96.0,88.38,96,80,88.28,Data Structures,Networking,2,03252377753,parent.zainab82@gmail.com,8.3,Low Risk
STU1131,Asad Pasha,Grade 11,C,Science,Fall 2025,41.1,Low,8,3,8,20,36,35,20,30,28.2,30.0,,42.0,,25.0,49.0,,45.0,38.2,25,24,27.93,Electricity,Photosynthesis,25,03289165483,parent.asad28@gmail.com,74.37,High Risk
STU1132,Faisal Khawaja,Grade 10,A,Islamiyat,Fall 2025,94.9,High,1,0,8,84,85,79,80,98,85.2,91.0,98.0,93.0,98.0,88.0,83.0,100.0,95.0,93.25,85,98,91.24,Ramadan,Pillars of Islam,1,03201571711,parent.faisal49@gmail.com,7.73,Low Risk
STU1133,Uzma Farooq,Grade 8,C,Science,Fall 2025,96.6,High,0,0,8,94,85,100,94,82,91.0,98.0,96.0,81.0,93.0,82.0,88.0,80.0,85.0,87.88,83,100,91.53,Electricity,Magnetism,0,03290311560,parent.uzma95@gmail.com,3.27,Low Risk
STU1134,Waqas Abbasi,Grade 10,A,Mathematics,Spring 2025,90.3,High,2,0,8,75,76,87,89,98,85.0,91.0,83.0,91.0,93.0,90.0,89.0,95.0,90.0,90.25,96,100,94.05,Algebra,Number Theory,1,03143662774,parent.waqas67@gmail.com,11.66,Low Risk
STU1135,Hira Raza,Grade 8,B,English,Fall 2025,86.1,Medium,1,0,8,80,98,77,92,77,84.8,88.0,97.0,97.0,93.0,100.0,78.0,91.0,98.0,92.75,83,81,84.61,Comprehension,Synonyms,0,03188877525,parent.hira36@gmail.com,17.47,Low Risk
STU1136,Imran Niazi,Grade 12,C,Pakistan Studies,Fall 2025,89.5,Medium,1,0,8,93,92,90,79,76,86.0,89.0,78.0,91.0,80.0,87.0,99.0,98.0,97.0,89.88,81,80,83.43,Major Cities,Economy,1,03145857417,parent.imran91@gmail.com,16.15,Low Risk
STU1137,Uzma Siddiqui,Grade 8,B,Urdu,Fall 2025,82.5,Medium,4,0,8,61,62,61,55,64,60.6,51.0,58.0,64.0,64.0,58.0,57.0,76.0,58.0,60.75,54,54,56.67,Qawaid,Vocabulary,2,03279352780,parent.uzma54@gmail.com,32.1,Medium Risk
STU1138,Parveen Niazi,Grade 12,A,Islamiyat,Spring 2025,97.3,High,2,0,8,96,90,93,82,90,90.2,87.0,80.0,90.0,100.0,79.0,94.0,96.0,94.0,90.0,81,94,89.19,Ramadan,Fiqh,1,03144872955,parent.parveen37@gmail.com,8.26,Low Risk
STU1139,Imran Farooq,Grade 11,A,Mathematics,Fall 2025,63.9,Low,8,4,8,30,49,43,49,45,43.2,,,32.0,,,37.0,30.0,47.0,36.5,39,47,42.14,Trigonometry,Sequences,7,03311138079,parent.imran99@gmail.com,65.03,High Risk
STU1140,Tehmina Siddique,Grade 11,A,Computer Science,Fall 2025,56.4,Low,4,2,8,38,44,23,45,29,35.8,28.0,32.0,40.0,,35.0,,38.0,39.0,35.33,30,28,31.53,HTML/CSS,Loops,19,03138615157,parent.tehmina89@gmail.com,56.63,High Risk
STU1141,Nasreen Awan,Grade 11,B,Mathematics,Spring 2025,53.8,Low,6,2,8,30,46,45,29,29,35.8,35.0,47.0,42.0,41.0,,23.0,,47.0,39.17,34,43,38.54,Statistics,Geometry,21,03307777336,parent.nasreen51@gmail.com,62.41,High Risk
STU1142,Naveed Niazi,Grade 8,A,Computer Science,Fall 2025,63.9,Medium,8,4,8,46,21,36,45,25,34.6,32.0,,,24.0,,,44.0,47.0,36.75,30,26,30.87,Python Basics,Loops,13,03115469268,parent.naveed41@gmail.com,59.18,High Risk
STU1143,Usman Ansari,Grade 10,C,Mathematics,Spring 2025,81.5,Medium,1,2,8,50,57,61,65,69,60.4,77.0,,65.0,68.0,67.0,61.0,61.0,,66.5,73,53,62.18,Geometry,Calculus,4,03107368684,parent.usman59@gmail.com,27.45,Low Risk
STU1144,Hamza Mirza,Grade 12,A,Islamiyat,Spring 2025,95.2,Medium,1,0,8,91,75,99,99,96,92.0,78.0,93.0,82.0,98.0,83.0,97.0,78.0,85.0,86.75,100,100,95.75,Islamic History,Pillars of Islam,2,03213764770,parent.hamza58@gmail.com,12.94,Low Risk
STU1145,Junaid Ansari,Grade 9,B,English,Fall 2025,97.4,High,0,0,8,75,91,96,86,92,88.0,98.0,97.0,97.0,87.0,87.0,99.0,81.0,93.0,92.38,86,100,92.58,Essay Writing,Tenses,2,03174325732,parent.junaid43@gmail.com,3.78,Low Risk
STU1146,Shahid Iqbal,Grade 12,A,Science,Spring 2025,97.0,High,2,0,8,85,96,79,98,75,86.6,98.0,93.0,87.0,86.0,91.0,90.0,90.0,79.0,89.25,88,87,87.62,Ecology,Cell Biology,3,03280353320,parent.shahid55@gmail.com,9.25,Low Risk
STU1147,Kashif Aslam,Grade 9,C,Islamiyat,Spring 2025,76.6,Medium,2,2,8,60,70,52,57,61,60.0,77.0,59.0,63.0,,75.0,,78.0,60.0,68.67,68,66,65.83,Pillars of Islam,Islamic History,5,03131616723,parent.kashif70@gmail.com,31.52,Medium Risk
STU1148,Hamza Siddique,Grade 12,A,Computer Science,Fall 2025,92.5,High,1,0,8,91,84,88,76,79,83.6,82.0,84.0,88.0,91.0,96.0,92.0,82.0,88.0,87.88,93,90,89.05,Databases,Functions,1,03184131448,parent.hamza91@gmail.com,8.85,Low Risk
STU1149,Zainab Ali,Grade 10,A,Urdu,Spring 2025,87.4,High,0,0,8,79,94,88,95,88,88.8,90.0,91.0,93.0,90.0,78.0,79.0,95.0,84.0,87.5,88,96,90.86,Letter Writing,Vocabulary,1,03104809323,parent.zainab96@gmail.com,6.58,Low Risk
STU1150,Ahmed Javed,Grade 10,B,Science,Spring 2025,54.6,Low,4,2,8,29,50,29,34,43,37.0,48.0,41.0,24.0,,30.0,,48.0,35.0,37.67,30,45,38.18,Electricity,Cell Biology,19,03105133757,parent.ahmed39@gmail.com,56.87,High Risk
STU1151,Kamran Farooq,Grade 8,C,Science,Spring 2025,60.6,Medium,7,4,8,44,37,39,21,39,36.0,,21.0,42.0,23.0,33.0,,,,29.75,28,37,33.1,Optics,Magnetism,15,03227344796,parent.kamran99@gmail.com,57.32,High Risk
STU1152,Sara Aslam,Grade 8,C,Urdu,Fall 2025,95.5,High,0,0,8,91,98,94,78,84,89.0,81.0,81.0,93.0,84.0,97.0,84.0,86.0,94.0,87.5,100,93,92.85,Prose,Story Writing,2,03143049960,parent.sara15@gmail.com,4.1,Low Risk
STU1153,Zeeshan Durrani,Grade 11,B,Science,Spring 2025,59.5,Medium,8,5,8,24,50,22,44,36,35.2,,,,40.0,27.0,,,34.0,33.67,39,21,30.87,Chemical Reactions,Electricity,10,03318285919,parent.zeeshan32@gmail.com,61.6,High Risk
STU1154,Ayesha Mehmood,Grade 10,B,English,Spring 2025,62.0,Low,5,3,8,30,31,48,34,50,38.6,,31.0,46.0,30.0,,,25.0,23.0,31.0,39,28,33.47,Tenses,Synonyms,19,03285194273,parent.ayesha71@gmail.com,58.0,High Risk
STU1155,Maria Mirza,Grade 9,C,Mathematics,Spring 2025,97.7,Medium,2,0,8,90,100,93,96,89,93.6,83.0,97.0,90.0,89.0,97.0,78.0,99.0,82.0,89.38,81,93,89.4,Probability,Number Theory,3,03112340603,parent.maria18@gmail.com,14.29,Low Risk
STU1156,Bushra Hussain,Grade 12,C,Mathematics,Spring 2025,95.0,Medium,2,0,8,97,97,94,78,88,90.8,99.0,85.0,93.0,89.0,99.0,99.0,98.0,90.0,94.0,97,81,89.56,Geometry,Sequences,0,03272711026,parent.bushra30@gmail.com,15.8,Low Risk
STU1157,Kashif Bokhari,Grade 11,A,Islamiyat,Spring 2025,89.8,Medium,1,0,8,76,91,82,92,95,87.2,90.0,90.0,85.0,80.0,92.0,92.0,96.0,92.0,89.62,92,90,89.86,Hadith,Zakat,0,03233512640,parent.kashif93@gmail.com,15.76,Low Risk
STU1158,Bilal Sheikh,Grade 11,A,Urdu,Spring 2025,96.9,High,2,0,8,84,91,92,81,95,88.6,99.0,92.0,88.0,89.0,79.0,85.0,92.0,88.0,89.0,100,91,92.37,Insha,Muhavare,3,03130607913,parent.bilal22@gmail.com,8.78,Low Risk
STU1159,Kamran Ali,Grade 10,C,English,Fall 2025,75.2,Low,2,1,8,54,72,73,73,63,67.0,58.0,,69.0,56.0,56.0,53.0,77.0,62.0,61.57,76,60,65.71,Vocabulary,Antonyms,7,03190713347,parent.kamran23@gmail.com,36.94,Medium Risk
STU1160,Maria Raza,Grade 12,A,Pakistan Studies,Fall 2025,78.3,Medium,4,0,8,66,73,51,67,63,64.0,76.0,68.0,65.0,66.0,74.0,55.0,72.0,68.0,68.0,53,72,64.85,Constitution,Economy,7,03261207844,parent.maria87@gmail.com,32.51,Medium Risk
STU1161,Sumera Hashmi,Grade 11,C,Urdu,Spring 2025,83.5,High,4,0,8,54,63,69,72,73,66.2,66.0,59.0,76.0,72.0,67.0,77.0,60.0,72.0,68.62,56,61,62.31,Insha,Prose,6,03291766138,parent.sumera47@gmail.com,23.4,Low Risk
STU1162,Junaid Farooq,Grade 9,C,Pakistan Studies,Fall 2025,96.4,High,2,0,8,93,96,97,88,96,94.0,95.0,87.0,91.0,78.0,94.0,81.0,78.0,90.0,86.75,99,81,89.25,Constitution,Independence Movement,1,03171666432,parent.junaid30@gmail.com,7.58,Low Risk
STU1163,Irfan Rehman,Grade 8,C,Science,Fall 2025,55.7,Low,7,2,8,39,47,41,43,37,41.4,40.0,37.0,32.0,,27.0,,36.0,45.0,36.17,37,32,35.96,Chemical Reactions,Photosynthesis,20,03311557076,parent.irfan97@gmail.com,62.94,High Risk
STU1164,Rizwan Memon,Grade 8,C,Mathematics,Fall 2025,65.2,Medium,7,3,8,49,40,42,42,40,42.6,37.0,43.0,39.0,26.0,,,,44.0,37.8,39,25,34.58,Statistics,Calculus,28,03119990118,parent.rizwan33@gmail.com,53.04,Medium Risk
STU1165,Tariq Hashmi,Grade 11,A,Mathematics,Fall 2025,73.7,Low,3,0,8,60,64,72,54,51,60.2,54.0,60.0,69.0,51.0,74.0,70.0,69.0,76.0,65.38,75,70,68.37,Trigonometry,Number Theory,2,03310461838,parent.tariq50@gmail.com,40.34,Medium Risk
STU1166,Riffat Butt,Grade 12,A,Science,Spring 2025,77.5,Low,2,0,8,71,60,60,61,59,62.2,56.0,74.0,69.0,66.0,65.0,67.0,76.0,74.0,68.38,71,70,68.37,Photosynthesis,Periodic Table,5,03164517891,parent.riffat92@gmail.com,36.2,Medium Risk
STU1167,Ahsan Warraich,Grade 8,C,Science,Fall 2025,81.1,Low,3,2,8,73,59,50,66,74,64.4,75.0,66.0,64.0,65.0,,,51.0,59.0,63.33,66,53,60.6,Cell Biology,Magnetism,2,03144934700,parent.ahsan78@gmail.com,39.57,Medium Risk
STU1168,Aamir Ali,Grade 8,A,Pakistan Studies,Spring 2025,91.4,Medium,2,0,8,97,98,99,88,95,95.4,80.0,99.0,82.0,78.0,92.0,100.0,88.0,79.0,87.25,79,85,86.03,Geography,Constitution,2,03249809588,parent.aamir19@gmail.com,15.73,Low Risk
STU1169,Bushra Niazi,Grade 11,C,Urdu,Fall 2025,70.2,Medium,1,2,8,73,69,52,74,73,68.2,,77.0,52.0,61.0,66.0,,53.0,59.0,61.33,59,76,67.26,Idioms,Grammar,5,03206062407,parent.bushra94@gmail.com,28.89,Low Risk
STU1170,Fatima Bokhari,Grade 12,A,Science,Spring 2025,97.0,High,1,0,8,95,79,84,96,100,90.8,98.0,89.0,78.0,95.0,95.0,82.0,81.0,79.0,87.12,95,97,93.28,Photosynthesis,Optics,0,03181789909,parent.fatima36@gmail.com,5.7,Low Risk
STU1171,Junaid Chaudhry,Grade 12,A,Urdu,Spring 2025,57.9,Low,4,3,8,41,45,38,47,21,38.4,22.0,29.0,41.0,22.0,,,28.0,,28.4,48,38,38.66,Grammar,Idioms,22,03188812120,parent.junaid55@gmail.com,56.78,High Risk
STU1172,Saad Javed,Grade 10,C,Mathematics,Spring 2025,89.8,High,2,0,8,96,84,97,93,79,89.8,96.0,96.0,89.0,88.0,91.0,83.0,78.0,88.0,88.62,100,100,95.68,Statistics,Trigonometry,3,03174270676,parent.saad56@gmail.com,10.61,Low Risk
STU1173,Nazish Ansari,Grade 10,B,Urdu,Fall 2025,87.6,High,1,0,8,79,92,81,83,98,86.6,98.0,80.0,80.0,78.0,94.0,98.0,78.0,96.0,87.75,96,86,88.97,Qawaid,Story Writing,0,03248067387,parent.nazish43@gmail.com,9.57,Low Risk
STU1174,Parveen Lodhi,Grade 9,B,Urdu,Fall 2025,62.4,Medium,6,3,8,34,36,36,22,32,32.0,,41.0,27.0,47.0,,,50.0,45.0,42.0,49,36,39.65,Qawaid,Poetry,11,03219781389,parent.parveen30@gmail.com,54.03,Medium Risk
STU1175,Tariq Pasha,Grade 9,C,Computer Science,Fall 2025,85.6,High,0,0,8,77,83,86,82,76,80.8,99.0,84.0,94.0,89.0,90.0,93.0,92.0,79.0,90.0,81,96,88.01,Loops,Networking,2,03299154871,parent.tariq43@gmail.com,9.12,Low Risk
STU1176,Hassan Qureshi,Grade 11,B,Urdu,Spring 2025,75.3,High,4,1,8,61,65,75,65,69,67.0,,66.0,78.0,54.0,64.0,55.0,57.0,52.0,60.86,56,57,59.52,Insha,Idioms,3,03142240292,parent.hassan56@gmail.com,26.91,Low Risk
STU1177,Nasreen Malik,Grade 9,B,Pakistan Studies,Fall 2025,92.2,High,0,0,8,93,80,95,88,75,86.2,85.0,79.0,82.0,96.0,96.0,83.0,82.0,98.0,87.62,96,84,88.16,Historical Events,Independence Movement,0,03144651920,parent.nasreen43@gmail.com,5.79,Low Risk
STU1178,Rabia Khawaja,Grade 12,C,Urdu,Spring 2025,95.9,High,0,0,8,81,89,94,90,90,88.8,83.0,85.0,91.0,97.0,82.0,96.0,83.0,97.0,89.25,83,90,87.86,Insha,Idioms,3,03260130705,parent.rabia85@gmail.com,4.03,Low Risk
STU1179,Omar Butt,Grade 11,A,Urdu,Spring 2025,55.2,Medium,7,3,8,39,23,25,35,48,34.0,,36.0,44.0,23.0,,22.0,,35.0,32.0,25,48,36.25,Poetry,Qawaid,28,03274276817,parent.omar65@gmail.com,58.19,High Risk
STU1180,Shoaib Niazi,Grade 8,C,English,Fall 2025,63.3,Medium,7,4,8,38,45,43,49,44,43.8,35.0,,,,44.0,27.0,49.0,,38.75,44,48,44.31,Essay Writing,Punctuation,24,03209695264,parent.shoaib42@gmail.com,54.56,Medium Risk
STU1181,Imran Ali,Grade 8,C,Pakistan Studies,Spring 2025,75.3,Medium,3,1,8,61,53,54,63,70,60.2,58.0,77.0,67.0,63.0,,68.0,61.0,69.0,66.14,74,61,65.12,Culture,Major Cities,5,03248204543,parent.imran81@gmail.com,33.11,Medium Risk
STU1182,Nazish Qureshi,Grade 12,C,English,Fall 2025,74.3,Medium,4,2,8,54,71,53,73,57,61.6,72.0,55.0,53.0,56.0,66.0,62.0,,,60.67,69,51,59.55,Punctuation,Prepositions,3,03204449222,parent.nazish91@gmail.com,36.81,Medium Risk
STU1183,Ahmed Siddiqui,Grade 9,B,Islamiyat,Fall 2025,47.6,Low,8,2,8,43,32,49,32,39,39.0,50.0,39.0,21.0,50.0,,,44.0,46.0,41.67,39,20,32.88,Fiqh,Zakat,13,03276331015,parent.ahmed76@gmail.com,68.47,High Risk
STU1184,Irfan Iqbal,Grade 12,C,Mathematics,Spring 2025,95.1,High,2,0,8,75,80,77,83,99,82.8,90.0,89.0,99.0,90.0,90.0,96.0,84.0,94.0,91.5,80,97,88.81,Fractions,Geometry,2,03294921374,parent.irfan81@gmail.com,10.77,Low Risk
STU1185,Mohsin Bhatti,Grade 10,A,English,Spring 2025,75.7,Low,2,1,8,66,53,67,52,66,60.8,60.0,53.0,75.0,66.0,,58.0,78.0,67.0,65.29,72,76,69.82,Prepositions,Literature,5,03251174421,parent.mohsin71@gmail.com,38.34,Medium Risk
STU1186,Iqra Rajput,Grade 11,C,Islamiyat,Fall 2025,97.9,High,1,0,8,77,87,95,100,82,88.2,99.0,100.0,85.0,88.0,91.0,89.0,94.0,95.0,92.62,85,89,88.56,Quran Tafseer,Pillars of Islam,0,03207087126,parent.iqra96@gmail.com,6.08,Low Risk
STU1187,Lubna Tariq,Grade 9,B,Computer Science,Fall 2025,82.5,Medium,2,1,8,73,56,57,73,57,63.2,56.0,57.0,56.0,76.0,,57.0,76.0,69.0,63.86,74,54,62.81,Data Structures,Databases,2,03121068847,parent.lubna96@gmail.com,27.7,Low Risk
STU1188,Saba Warraich,Grade 12,A,Mathematics,Fall 2025,74.4,High,3,1,8,55,74,66,58,62,63.0,74.0,68.0,54.0,,51.0,66.0,75.0,63.0,64.43,51,80,66.24,Probability,Sequences,4,03205687580,parent.saba97@gmail.com,25.68,Low Risk
STU1189,Tariq Ansari,Grade 12,B,Mathematics,Fall 2025,85.2,Medium,2,0,8,78,85,86,94,83,85.2,83.0,95.0,86.0,85.0,86.0,93.0,97.0,88.0,89.12,93,93,90.66,Calculus,Geometry,1,03212499404,parent.tariq99@gmail.com,20.14,Low Risk
